dataset_label;link_immometrica;id;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;score_vor_malus;liquiditaets_malus;score_final;klasse;agent_decision;exclusion_reason;risk_level;next_step
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27355897;GARBSEN_94500_20260522;Garbsen;Im Hespe 41, 30827, Garbsen;1-Zimmer-Wohnung in Garbsen-Berenbostel;94500;48;7.1;40;50;-5;45;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Garbsen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27043910;RONNENBERG_108000_20260424;Ronnenberg;Breite Str. 17C, 30952 Ronnenberg;Charmante 2 Zimmer Eigentumswohnung mit Balkon in Ronnenberg/OT;108000;54;6.9;68;59;-15;44;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Ronnenberg; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27230522;GARBSEN_119000_20260511;Garbsen;Goethestr. 5, 30827 Garbsen;Charmante DG-Wohnung nahe Hannover – ruhig & gut angebunden;119000;63;6.5;51;45;-5;40;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Garbsen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27424299;SPRINGE_34900_20260528;Springe;31832 Springe;Klein aber Fein! Sonnig mit Garten, Balkon;34900;24;9.2;34;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;"Wohnfläche < 30 m²; Stadt/Ort nicht in Whitelist: Springe; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Ausschluss dokumentieren; nur Audit-Grenzfall prüfen."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27174904;HANNOVER_49000_20260505;Hannover;Ihmeplatz 1, 30449 Hannover;Charmante 1-Zimmerwohnung an der Ihme.;49000;31.34;10.0;57;26;-5;21;❌ AUSSCHLIESSEN;Ausschließen;"IHME-ZENTRUM-FALLE / Ihme-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27127531;HANNOVER_129000_20260502;Hannover;Georg-Büchner-Str. 23, 30559 Hannover;Hannover-Anderten: 2-Zimmer-Wohnung mit West-Loggia und viel Tageslicht;129000;53.13;6.0;60;56;-5;51;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26953836;HANNOVER_68000_20260416;Hannover;Metzhof 3, 30659 Hannover;ANGEBOTSVERFAHREN: Dinner for one;68000;37;8.4;76;53;-15;38;❌ AUSSCHLIESSEN;Ausschließen;MAKLER-WARNFLOSKEL;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26330898;ISERNHAGEN_142000_20260224;Isernhagen F. B.;An der Riehe 100, 30916, Isernhagen;Charmantes 2 Zimmer, Wohnung mit Potenzial in gefragter Lage von Altwarmbüchen!;142000;55.38;5.8;127;35;-15;20;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Isernhagen; MAKLER-WARNFLOSKEL";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27161194;LEHRTE_100000_20260504;Lehrte;31275 Niedersachsen - Lehrte 31275 Niedersachsen - Lehrte;2 Zimmer Wohnung Eigentumswohnung mit Loggia – Kapitalanlage oder Perspektive;100000;63;7.3;58;60;-5;55;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;Stadt/Ort nicht in Whitelist: Lehrte;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/24486651;HANNOVER_139000_20250914;Wettbergen;Berliner Str. 17, 30457 Hannover;Schöne Zwei-Zimmer Wohnung im beliebten Stadtteil Wettbergen mit Balkon und Panoramablick;139000;57.4;5.7;290;58;-30;28;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26567000;HANNOVER_125000_20260313;Linden-Nord;Stärkestr. 16, 30451 Hannover;Eigentumswohnung mit Balkon und Aufzug in Linden-Nord;125000;58.7;6.7;110;66;-15;51;❌ AUSSCHLIESSEN;Ausschließen;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26625176;LANGENHAGEN_119000_20260319;Alt-Langenhagen;Im Hohen Felde 15, 30853 Langenhagen;Wohnen oder vermieten!;119000;47.21;6.1;104;48;-15;33;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Langenhagen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27293854;HANNOVER_125000_20260515;Bothfeld;30657 Hannover - Bothfeld-Vahrenheide 30657 Hannover - Bothfeld-Vahrenheide;kleine, feine Kapitalanlage mit Fernblick;125000;57;6.5;47;61;-5;56;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;;🟡 PRÜFEN;Rückfragen klären: Hausgeld, nicht umlagefähige Kosten, Mietvertrag, WEG, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27613290;BURGDORF_109900_20260613;Burgdorf;31303 Niedersachsen - Burgdorf 31303 Niedersachsen - Burgdorf;Gepflegte 2-Zimmer-Wohnung mit Balkon und Blick ins Grüne in Burgdorf;109900;53.5;6.2;18;61;-5;56;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;Stadt/Ort nicht in Whitelist: Burgdorf;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27727469;HANNOVER_95000_20260624;Wettbergen;30457 Wettbergen, Hannover;Kapitalanlage in Wettbergen: vermietete 1,5 Zimmerwohnung mit Loggia;95000;39;6.2;7;61;0;61;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;;🟡 PRÜFEN;Rückfragen klären: Hausgeld, nicht umlagefähige Kosten, Mietvertrag, WEG, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27015947;HANNOVER_135000_20260422;Bemerode;Bemeroder Anger 17, 30539 Hannover;Selbst gestalten: 2 Zimmer mit Balkon in Hannover-Bemerode;135000;63;6.2;70;61;-15;46;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23814589;LAATZEN_125000_20250710;Alt-Laatzen;Flemingstr. 2, 30880 Laatzen;Sofort wohlfühlen: 2-Zi.-ETW im beliebten Laatzen-Mitte;125000;58.6;6.5;356;47;-30;17;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Laatzen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27559121;HANNOVER_150000_20260609;Hannover;Kötnerhof 12, 30559 Hannover;Helle 2-Zimmer-Erdgeschosswohnung in Hannover-Anderten;150000;65;5.6;22;58;-5;53;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26795490;BARSINGHAUSEN_110000_20260401;Barsinghausen;Berliner Str. 5, 30890 Barsinghausen;Schicke 2 Zi. Whg./Nähe Bahnhof/Zentrum;110000;60;6.6;91;54;-15;39;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Barsinghausen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27596303;HANNOVER_110000_20260612;Hannover;Odenwaldstr. 5, 30657 Hannover;2-Zimmer-Wohnung mit wunderschönem Panoramablick;110000;61;6.6;19;27;-5;22;❌ AUSSCHLIESSEN;Ausschließen;SANIERUNGSSTAU / renovierungsbedürftig;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26748834;HANNOVER_75000_20260329;Linden-Süd;30449 Linden-Süd, Hannover;Ideale Studentenwohnung in zentraler Lage von Hannover-Linden;75000;30;6.8;94;56;-15;41;❌ AUSSCHLIESSEN;Ausschließen;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27711167;SPRINGE_119500_20260622;Springe;Alter Sportplatz 8, 31832, Springe;Wohnen mit Charakter: 2-Zimmer-Wohnung in Springe mit Küche, Bad und Loggia;119500;64;6.3;9;61;0;61;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Springe; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27556049;HANNOVER_125000_20260608;Hannover;Hägewiesen 120, 30657 Hannover;Vermietete 2-Zimmer-Maisonettewohnung – Kapitalanlage in Hannover-Sahlkamp;125000;62.42;6.0;23;50;-5;45;❌ AUSSCHLIESSEN;Ausschließen;⚠️ CLUSTER gleiche Straße + PLZ;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27186940;HANNOVER_142000_20260506;Hannover;30163 Hannover;! Provisionsfrei! Vermietete 2 Zi.-Wohnung in bester Lage mit Balkon und Tageslichtbad.;142000;53;5.5;56;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;;🟢 OK;Rückfragen klären: Hausgeld, nicht umlagefähige Kosten, Mietvertrag, WEG, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26355234;HANNOVER_110000_20260226;List;Hinrichsring 12, 30177 Hannover;Bald bezugsfrei: Helle Zweizimmerwohnung nahe Mittellandkanal in Hannover zu verkaufen!;110000;59;6.9;125;52;-15;37;❌ AUSSCHLIESSEN;Ausschließen;⚠️ CLUSTER gleiche Straße + PLZ;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27605869;BURGDORF_109900_20260613_2;Burgdorf;Depenauerweg 38, 31303 Burgdorf;Gepflegte 2-Zimmer-Wohnung mit Balkon und Blick ins Grüne in Burgdorf;109900;53.5;6.3;18;61;-5;56;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;Stadt/Ort nicht in Whitelist: Burgdorf;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26210423;HANNOVER_125000_20260213;Hannover;Hinrichsring 15A, 30177 Hannover;Kapitalanlage in Toplage: Vermietete Eigentumswohnung am Mittellandkanal in Hannover-List;125000;64;6.7;138;57;-15;42;❌ AUSSCHLIESSEN;Ausschließen;⚠️ CLUSTER gleiche Straße + PLZ;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27759512;SPRINGE_80000_20260625;Springe;31832 Springe;2-Zimmer-Wohnung mit Aufzug - modernisiert, sofort bezugsfähig & ausbaufähig;80000;54.1;7.0;6;64;0;64;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Springe; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26760964;HANNOVER_127000_20260331;Hannover;Engelsburg 1, 30629 Hannover;* Attraktives Anlageobjekt in H-Misburg * - vermietete 2-Zimmer-Wohnung mit Balkon;127000;64;6.4;92;57;-15;42;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27753297;HANNOVER_129000_20260626;Linden-Nord;30451 Linden-Nord, Hannover;Zwei-Zimmer-Wohnung in Linden als Kapitalanlage;129000;57;6.2;5;49;0;49;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26115366;LANGENHAGEN_139000_20260206;Alt-Langenhagen;30853, Langenhagen;Helles 2-Zimmer-Apartment mit Balkon in gepflegtem Mehrfamilienhaus;139000;52;5.4;145;47;-15;32;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Langenhagen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27031880;HANNOVER_99000_20260422;Sahlkamp;Sahlkamp 21, 30179 Hannover;Kapitalanlage oder Eigenheim: Renovierungsbedürftige 2-Zimmer-Wohnung mit Charme in Hannover!;99000;52;6.7;70;20;-15;5;❌ AUSSCHLIESSEN;Ausschließen;SANIERUNGSSTAU / renovierungsbedürftig;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/21068810;BARSINGHAUSEN_98000_20241014;Barsinghausen;Allerweg 1, 30890 Barsinghausen;!! Provisionsfrei !!Schicke 2 Zi.ETW/3 WE/ effiziente neue Heizung/Garten/ca. 18 km bis Hannover;98000;65;6.7;625;59;-30;29;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Barsinghausen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27707169;LAATZEN_95000_20260622;Alt-Laatzen;30880, Laatzen;Gepflegte 2-Zimmer-Wohnung mit hellen Räumlichkeiten in ruhiger Lage;95000;44.86;5.8;9;51;0;51;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Laatzen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27049357;RONNENBERG_108000_20260423;Ronnenberg;30952 Niedersachsen - Ronnenberg 30952 Niedersachsen - Ronnenberg;Charmante 2 Zimmer Eigentumswohnung mit Balkon in Ronnenberg/OT;108000;54;6.2;69;59;-15;44;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Ronnenberg; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27443577;WEDEMARK_139000_20260530;Wedemark;Rubensweg 1, 30900, Wedemark;WEDEMARK – BISSENDORF VERMIETETE EIGENTUMS-WOHNUNG IM 3.OG MIT LOGGIA UND GARAGE;139000;67.5;6.2;32;65;-5;60;⚠️ NUR MIT RÜCKFRAGEN;Ausschließen;Stadt/Ort nicht in Whitelist: Wedemark;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23865621;HANNOVER_110000_20250716;Davenstedt;Wegsfeld 42, 30455 Hannover (Davenstedt);1- Zimmereigentumswohnung mit Balkon & Wellnessbereich im Terrassenhaus in Davenstedt;110000;55.3;6.4;350;23;-30;0;❌ AUSSCHLIESSEN;Ausschließen;"SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27583819;GARBSEN_99000_20260610;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Attraktive Kapitalanlage: Vermietete Eigentumswohnung nahe Uni-Campus;99000;39.4;5.4;21;47;-5;42;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Garbsen; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/17902470;LAATZEN_105000_20231201;Alt-Laatzen;Flemingstraße, 30880 Laatzen (Laatzen-Mitte);Gut geschnittene Etagenwohnung mit Sonnenbalkon und 1 Tiefgaragenplatz;105000;59;6.9;943;57;-30;27;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Laatzen; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27756888;GARBSEN_99000_20260625;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Attraktive Kapitalanlage: Vermietete Eigentumswohnung nahe Uni-Campus;99000;39.38;5.4;6;47;0;47;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Garbsen; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27476408;BURGDORF_145000_20260601;Burgdorf;31303, Burgdorf;Attraktive 2-Zimmer-Wohnung mit Balkon in ruhiger Lage von Burgdorf!;145000;71;5.7;30;56;-5;51;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Burgdorf; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/24711918;LANGENHAGEN_145000_20251006;Alt-Langenhagen;Kurt-Schumacher-Allee 45, 30851 Langenhagen;Vermietete Zwei-Zimmer-Wohnung mit tollem Ausblick!;145000;62.26;5.4;268;36;-30;6;❌ AUSSCHLIESSEN;Ausschließen;Stadt/Ort nicht in Whitelist: Langenhagen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26665777;LAATZEN_145000_20260323;Alt-Laatzen;Gubiner Str. 8, 30880 Laatzen;Helle & großzügige 2-Zimmer-Wohnung mit sonnigem Balkon in guter Wohnlage;145000;61.6;5.3;100;45;-15;30;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Laatzen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25392464;HANNOVER_70000_20251120;Hannover;Washingtonweg 1A, 30519 Hannover;Helle vermietete 1-Zimmer-Wohnung - ideal für Kapitalanleger;70000;34;6.9;223;22;-30;0;❌ AUSSCHLIESSEN;Ausschließen;"SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26195012;HANNOVER_138000_20260212;Stöcken;Stöckener Strasse 91, 30419 Stöcken, Hannover;● Gehobene Qualität, Delta Bau Objekt ● Stöckener Str. 91, Hannover;138000;53;5.2;139;38;-15;23;❌ AUSSCHLIESSEN;Ausschließen;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23582066;HANNOVER_75000_20250617;Mittelfeld;Washingtonweg 1A, 30519 Mittelfeld, Hannover;Moderne & frisch sanierte 1-Zimmer-Wohnung: hell, sonniger Balkon + schöner Ausblick ins Grüne;75000;25.39;6.6;379;55;-30;25;❌ AUSSCHLIESSEN;Ausschließen;"Wohnfläche < 30 m²; Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Ausschluss dokumentieren; nur Audit-Grenzfall prüfen."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26475994;GARBSEN_109000_20260307;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;5.640€ Kaltmieteinnahmen jährlich! 1-Zimmer-Wohnung mit Balkon, Keller & EBK und top Energiewerten!;109000;39;5.1;116;33;-15;18;❌ AUSSCHLIESSEN;Ausschließen;"Stadt/Ort nicht in Whitelist: Garbsen; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird."
